743,1000,627
574,575,90
30,277,26
458,436,411
948,164,829
368,911,826
34,325,72
209,996,505
600,732,642
422,25,28
95,11,790
325,736,204
778,228,679
593,712,168
224,316,218
148,217,25
805,384,772
751,768,184
53,390,310
865,110,240
883,503,67
961,651,823
779,872,668
557,567,791
754,135,931
48,951,917
527,142,409
742,63,360
1000,226,374
960,913,52
308,886,54
592,580,507
377,320,646
202,197,398
859,861,338
267,344,517
73,771,876
738,331,730
861,574,296
140,176,528
33,474,46
748,292,96
700,488,526
93,858,300
207,781,964
888,899,137
982,11,335
881,271,912
376,627,448
288,52,115
104,846,116
36,555,134
586,133,305
586,729,531
464,442,69
965,376,994
988,623,127
261,645,870
587,11,478
790,788,893
927,309,5
440,549,787
42,201,609
121,679,428
315,660,342
551,425,683
698,733,211
533,935,166
664,910,487
341,645,834
274,995,901
631,111,725
834,88,107
989,890,880
732,39,128
770,357,713
919,19,834
270,992,858
206,28,49
803,117,86
996,104,235
770,466,981
43,576,760
808,910,992
283,527,786
858,785,593
321,789,136
424,499,572
828,416,207
368,289,210
509,490,471
70,383,541
693,1000,916
508,43,653
357,430,757
820,75,237
750,191,586
609,667,363
828,118,780
332,107,661
138,103,228
927,389,157
900,476,405
143,42,890
308,594,792
73,14,33
221,847,175
393,748,640
194,260,374
315,973,830
653,938,856
1000,563,703
546,362,1
905,170,154
730,327,405
468,559,407
132,230,306
830,817,860
728,225,560
14,395,489
214,683,788
455,128,726
14,747,445
955,664,880
693,44,250
364,773,899
857,352,621
959,159,133
468,605,84
478,896,700
787,970,1
359,653,170
74,957,327
593,652,601
198,639,128
532,698,180
393,275,645
109,262,983
590,461,174
132,222,992
145,765,801
606,219,698
243,994,503
26,625,148
157,786,912
84,518,438
852,224,869
994,224,348
104,719,729
984,885,227
890,166,417
493,230,14
775,27,801
224,186,801
39,801,689
372,449,349
280,134,790
502,571,322
184,685,147
536,846,631
388,262,759
571,138,524
362,592,932
181,973,31
293,151,84
713,996,583
347,636,909
947,910,542
780,250,914
739,59,215
509,841,225
249,340,0
993,457,861
906,112,94
507,814,596
902,225,849
71,341,337
443,169,326
242,12,540
297,102,338
443,260,439
230,557,674
565,701,678
545,10,167
998,835,34
945,96,864
362,854,285
635,310,457
196,698,711
821,886,540
514,762,59
8,254,624
309,589,352
126,368,686
523,159,337
7,65,604
907,499,902
544,820,432
821,68,832
90,37,693
830,953,906
397,326,138
32,979,566
741,232,660
816,190,349
494,470,542
12,555,219
573,807,551
645,433,584
305,245,477
537,279,815
437,183,668
289,908,22
795,63,0
84,577,934
542,781,851
712,575,339
989,225,182
558,818,331
361,347,509
783,955,132
596,535,257
50,990,870
179,445,883
856,744,761
475,745,218
277,63,330
474,960,754
815,792,167
455,207,20
532,12,511
760,962,243
361,973,459
457,48,944
752,469,461
571,550,684
659,102,612
628,896,474
574,881,53
860,847,698
886,174,373
802,700,258
670,637,982
225,824,571
706,454,824
735,588,245
497,957,305
540,583,101
23,67,423
222,414,766
204,749,100
90,781,331
241,649,110
632,800,324
453,708,823
679,723,200
31,131,546
421,223,691
746,642,457
87,761,835
250,827,197
612,51,319
698,777,413
896,288,116
194,173,265
466,598,102
285,999,40
528,443,344
903,307,723
963,968,24
302,67,942
81,946,436
682,222,4
493,85,207
494,122,362
17,766,693
252,988,969
930,633,731
741,897,48
71,41,836
528,102,365
343,958,218
168,88,855
229,786,728
656,672,991
262,314,240
564,936,570
484,526,114
823,728,808
87,349,247
420,670,711
771,973,207
854,516,971
183,429,472
89,666,292
783,570,534
320,87,679
692,715,393
566,784,908
507,18,81
405,6,474
267,885,663
85,820,282
201,692,561
140,130,330
993,496,880
817,313,154
916,455,557
65,842,180
851,177,814
156,437,76
407,793,743
585,664,921
582,506,39
537,246,71
107,759,564
134,101,49
6,824,922
435,346,707
903,70,655
652,150,594
40,73,882
763,737,411
972,478,277
354,48,454
455,489,560
582,982,203
716,644,928
179,174,979
474,754,293
182,355,589
791,59,722
707,379,768
162,177,617
741,774,955
709,383,803
597,824,812
844,506,255
81,799,522
102,918,538
383,872,431
432,796,384
514,946,100
482,677,529
475,903,376
165,323,866
959,784,907
137,173,503
272,634,648
240,425,444
191,776,106
118,520,869
5,790,706
876,4,29
501,823,436
648,897,545
806,23,350
688,1000,330
998,293,249
912,299,957
809,477,798
134,184,720
320,478,300
433,435,859
106,479,788
387,289,377
151,303,804
19,579,950
425,234,34
743,440,955
386,345,220
339,566,620
196,912,921
276,31,175
364,929,418
517,250,98
656,650,633
139,305,741
82,760,841
898,174,115
435,125,513
392,166,806
774,922,882
194,536,183
907,920,919
791,866,302
901,469,602
33,431,807
223,477,643
156,856,368
13,67,181
573,743,246
868,376,400
669,606,721
252,176,487
360,544,688
490,520,953
949,805,716
383,142,380
792,53,735
37,932,175
941,173,648
692,744,121
331,570,467
825,878,820
143,474,778
230,205,598
535,866,266
613,394,540
372,663,57
27,110,659
731,208,169
516,33,229
956,641,772
916,252,42
59,771,515
951,181,453
998,962,135
473,210,298
585,102,411
554,818,622
770,838,100
685,464,969
422,93,356
637,799,74
714,139,16
387,284,381
463,152,539
10,235,310
544,642,310
219,384,484
4,53,878
733,170,199
451,808,870
201,461,482
416,320,172
658,312,187
593,399,502
27,998,786
211,704,280
420,401,63
786,122,437
850,759,604
110,940,4
966,687,295
505,438,975
388,990,399
779,394,874
307,992,645
320,555,65
837,8,522
56,177,872
994,583,8
31,796,696
974,115,947
699,250,858
356,861,920
886,747,0
636,122,494
593,115,971
132,624,93
429,109,265
449,669,754
465,896,129
487,787,399
688,307,200
405,950,639
934,268,993
161,328,968
299,329,499
1,212,944
134,235,243
817,292,686
717,836,118
974,527,162
257,741,451
756,545,569
839,970,779
795,257,569
931,113,684
720,91,554
311,841,623
763,357,382
392,959,100
702,790,498
295,272,4
253,964,643
787,97,355
817,113,599
881,992,999
324,857,589
181,487,972
553,173,798
663,739,353
11,508,592
186,277,951
640,638,361
973,561,518
800,280,990
711,94,864
473,730,712
538,719,330
919,188,83
106,856,923
345,427,133
665,804,189
888,183,745
338,891,338
457,995,53
465,205,857
440,395,446
518,738,239
741,368,504
839,668,828
312,468,351
218,13,856
897,804,353
879,454,354
19,146,793
986,442,682
551,131,287
50,724,708
840,50,890
81,876,94
670,302,82
691,773,903
65,661,258
716,648,987
632,743,679
268,335,852
889,492,831
359,489,657
450,764,329
314,111,368
327,694,390
760,739,69
405,438,391
79,691,442
670,582,791
873,954,816
386,866,329
797,164,981
73,696,429
896,402,480
968,980,980
772,773,162
970,716,801
770,191,990
713,794,12
995,358,981
206,50,455
1,152,572
997,134,240
538,961,306
119,967,109
378,886,186
979,834,861
288,38,800
69,272,910
374,517,703
313,62,260
981,54,384
680,728,688
41,61,457
229,364,199
105,308,774
821,643,721
107,981,834
265,971,110
859,451,89
548,450,504
487,91,254
914,972,414
401,683,524
383,179,710
816,628,903
279,692,322
538,892,691
938,518,441
495,866,700
75,877,749
884,151,943
223,539,547
272,340,633
76,612,520
94,418,554
441,185,242
870,421,224
569,669,785
749,980,530
972,461,817
76,579,374
788,691,872
247,552,829
24,388,71
127,719,833
411,799,575
938,469,292
178,691,240
256,398,906
153,522,592
3,745,825
345,948,280
222,959,332
753,89,407
50,517,613
454,583,223
225,662,541
955,954,509
32,373,936
932,534,756
547,182,860
689,23,641
32,558,211
469,872,438
469,225,957
66,780,825
311,363,618
604,196,559
244,498,593
302,14,946
869,702,762
921,110,137
636,888,946
623,818,660
89,42,500
836,255,648
127,561,811
989,360,714
754,476,1
723,636,29
880,476,588
513,952,763
951,268,255
363,245,812
309,620,462
190,587,30
302,431,194
80,710,377
912,961,890
592,748,36
177,498,139
358,579,246
179,848,967
331,731,406
166,412,340
57,982,967
321,914,365
176,533,214
795,103,804
481,192,721
554,854,734
502,349,882
215,930,201
55,681,342
575,852,303
419,1000,379
417,711,554
423,675,472
795,227,314
518,485,342
725,687,862
704,67,526
926,846,437
73,844,208
291,467,114
774,169,939
149,253,136
600,846,463
146,953,655
109,671,490
22,228,772
272,916,629
538,796,148
706,432,940
227,721,708
59,973,140
171,450,526
547,815,166
65,390,854
848,574,396
48,911,104
117,537,439
909,743,371
628,28,413
434,993,421
227,994,254
332,459,203
213,972,791
297,816,292
369,284,942
341,346,61
807,467,189
865,75,79
727,660,85
976,312,541
990,432,993
379,630,152
248,488,250
428,767,407
820,446,86
605,474,196
486,244,922
374,803,636
478,982,561
599,733,995
598,470,50
201,479,388
766,851,545
793,245,991
427,634,903
888,807,257
863,578,565
310,525,261
380,358,538
264,996,759
579,450,91
239,650,495
748,544,635
875,351,147
784,314,817
832,515,731
361,514,662
214,934,448
416,23,529
919,135,299
707,856,404
139,7,862
118,627,408
33,358,316
443,92,313
710,830,512
936,591,68
943,619,263
253,801,945
170,440,27
640,383,335
345,30,121
258,613,798
592,803,38
638,543,89
287,111,635
181,776,555
560,129,207
134,48,74
893,163,982
695,843,518
738,396,644
777,25,446
799,786,759
607,810,238
466,25,757
627,961,154
895,778,957
578,350,857
54,543,514
840,604,392
399,523,229
368,526,898
290,610,232
958,523,933
872,88,781
673,629,331
324,717,925
939,775,190
29,113,319
15,734,147
145,86,649
436,515,106
460,262,283
917,239,29
991,816,197
831,449,808
90,296,344
634,713,393
147,982,354
103,522,164
684,784,852
884,553,5
758,174,821
98,904,163
287,879,113
6,511,483
908,990,204
102,695,0
344,297,895
205,916,423
151,907,55
71,465,597
435,592,789
587,500,114
784,895,767
141,717,145
225,780,680
561,840,980
133,551,429
192,876,740
544,413,306
969,220,234
724,333,429
659,677,23
265,805,79
967,215,42
364,606,8
454,967,381
92,927,984
684,776,246
57,749,771
86,623,325
74,449,267
814,883,140
145,617,464
198,683,963
336,371,675
614,187,346
141,773,519
434,172,71
171,825,176
433,822,806
426,237,495
918,642,771
744,183,195
52,611,897
364,283,23
593,697,612
15,643,807
84,352,993
78,41,640
648,781,373
749,634,325
384,113,138
207,731,116
606,655,929
974,495,68
384,901,978
268,26,405
856,712,609
909,215,993
56,874,97
75,35,524
594,666,191
474,446,453
103,668,513
71,422,214
780,195,578
561,949,133
648,59,70
573,57,993
573,582,424
679,36,101
899,363,22
124,939,390
236,287,272
463,862,796
664,843,698
691,609,339
933,254,468
427,203,835
289,402,816
729,614,557
587,346,284
869,627,795
964,274,320
54,131,159
939,538,909
72,951,67
743,17,675
973,723,459
435,602,90
581,932,557
316,904,441
411,745,975
412,150,451
314,277,192
616,773,791
297,489,969
607,931,749
398,802,214
881,948,836
607,702,917
630,337,730
311,278,895
997,164,931
779,748,502
69,791,941
115,787,171
209,219,543
983,785,964
215,354,633
934,96,260
378,984,879
212,76,921
226,871,210
113,133,409
65,192,185
698,795,668
119,61,406
782,768,169
836,43,612
566,408,605
126,117,461
134,373,92
0,574,132
796,735,715
968,716,570
291,712,300
727,490,281
361,819,358
338,773,56
267,191,297
951,491,920
469,837,491
138,276,461
722,57,773
759,618,850
720,432,467
755,545,26
826,263,572
957,550,886
971,264,340
536,560,567
355,764,173
702,888,431
847,867,581
989,685,418
932,270,46
991,335,244
204,584,467
381,769,699
257,909,825
971,593,341
381,907,480
390,49,300
525,346,904
541,275,541
766,852,760
128,799,341
904,423,77
259,440,608
348,25,567
690,580,194
852,879,704
932,758,174
229,283,373
729,91,243
661,744,789
286,952,448
57,804,785
990,115,288
11,777,609
315,333,441
580,223,830
46,488,234
58,822,388
649,407,536
134,581,796
24,981,635
422,910,296
696,224,589
73,315,808
116,564,842
276,697,369
126,587,501
862,590,730
377,577,971
621,617,899
962,993,878
142,963,763
783,609,223
853,113,594
39,124,562
285,334,187
711,853,433
248,921,31
158,6,809
193,735,177
257,375,556
229,683,350
951,90,469
598,721,221
898,871,787
446,383,15
10,104,704
865,481,364
855,599,635
551,469,679
658,69,151
267,513,39
589,619,468
549,121,426
412,250,270
283,554,58
866,715,253
653,923,174
640,431,745
394,854,168
682,724,933
755,84,27
118,380,123
90,402,203
888,915,645
581,419,217
780,625,939
716,75,944
508,694,235
981,613,538
255,705,954
166,97,929
784,758,152
824,874,848
383,424,516
547,480,250
705,9,96
795,650,184
501,635,489
29,68,772
577,688,339
269,451,505
293,373,720
312,875,855
864,543,152
239,565,763
950,599,754
160,673,517
421,881,676
413,93,995
203,188,143
521,963,108
921,580,739
623,377,709
612,272,930
83,632,470
647,346,437
259,158,88
460,601,230
910,144,107
803,432,457
499,525,500
257,193,747
603,426,368
700,302,503
165,754,871
557,757,36
499,302,301
479,616,502
163,89,876
570,635,458
497,242,426
661,859,446
267,902,599
529,221,109
41,977,162
632,671,111
17,473,619
328,970,383
128,72,347
517,146,517
859,472,145
896,76,764
526,182,228
895,467,409
980,486,577
434,1,523
648,934,402
501,953,6
927,683,814
854,502,805
379,539,938
615,266,710
683,925,302
503,583,268
654,880,197
951,696,777
382,858,138
425,350,917
273,997,241
73,56,369
323,985,549
85,766,159
344,856,505
373,170,453
702,497,685
298,891,581
37,891,389
285,839,431
305,417,430
184,617,245
660,462,53
184,977,464
711,699,616
227,179,258
507,395,838
2,655,483
486,280,133
319,289,650
612,110,158
729,306,823
760,822,774
567,379,753
282,982,821
646,970,405
719,73,523
466,772,230
652,417,980
528,935,650
67,849,571
204,873,788
460,939,721
986,333,432
369,768,709
497,572,266
6,710,599
322,859,355
502,40,899
951,501,380
984,140,100
469,320,443
881,958,663
821,379,259
710,695,148
575,998,95
880,835,108
762,367,146
89,162,176
495,889,401
87,161,969
858,651,669
584,794,332
612,399,818
155,569,18
2,620,992
628,550,123
951,916,784
470,27,535
129,516,879
187,281,27
944,810,291
797,470,451
910,745,376
471,236,346
871,365,338
366,763,20
755,310,606
560,280,393
9,586,352
104,224,132
983,99,681
217,64,199
536,398,576
686,940,775
809,400,768
789,553,567
60,97,265
724,475,984
897,695,605
748,106,467
470,461,554
219,172,439
167,777,838
221,232,526
735,971,974
409,31,791
158,206,137
491,748,696
505,447,874
468,150,497
20,97,975
215,352,375
172,89,605
846,181,737
835,938,26
311,318,886
4,494,42
851,745,749
334,308,827
755,155,719
593,704,681
934,81,989
502,360,768
692,177,660
825,8,291
444,588,507
189,804,613
442,965,923
284,754,570
136,641,572
680,41,682
794,341,382
894,743,38
254,15,297
700,613,779
535,898,575
454,349,283
714,790,439
442,985,651
134,901,999
470,258,574
644,338,285
568,256,827
300,483,481
615,501,208
315,815,820
965,245,234
766,788,690
253,325,801
721,322,646
198,994,238
623,912,514
620,807,615
840,568,110
186,758,993
704,176,28
58,876,338
299,645,462
86,785,911
710,300,598
768,279,612
391,648,219
479,94,531
737,846,324
694,895,912
110,766,592
930,382,767
268,758,985
46,553,1
271,877,428
783,124,585
359,782,55
192,719,779
383,108,839
44,453,445
363,92,244
170,634,852
908,274,467
89,657,277
234,698,252
580,827,163
897,862,404
223,176,635
453,86,639
603,43,773
903,561,740
694,861,591
837,757,491
283,393,842
263,206,468
432,389,526
74,900,15
263,946,883
731,954,407
87,214,21
134,264,767
768,43,6
923,654,279
661,556,145
430,265,565
259,84,447
645,889,189
390,657,681
287,197,110
966,405,982
404,347,716
675,133,201
560,808,480
40,96,95
152,110,632
713,780,90
641,143,299
620,635,302
438,138,676
185,138,623
456,307,925
342,161,813
653,109,496
684,381,392
487,666,38
185,929,627
596,735,582
559,467,363
548,557,948
466,3,170
439,386,485
554,665,750
552,0,160
947,677,299
652,521,941
834,293,719
434,757,47
373,664,744
525,982,479
380,800,248
923,72,430
346,779,579
517,103,422
174,785,597
654,237,401
845,657,287
123,804,314
457,569,601
649,204,682
182,933,41
477,483,604
876,57,818
217,325,439
199,217,374
310,754,453
313,922,905
90,191,135
499,188,42
262,306,884
149,787,628
281,818,703
121,881,902
130,11,613
7,949,340
702,24,330
775,175,912
545,869,842
809,466,659
459,767,163
972,868,324
948,248,528
150,603,718
862,401,88
895,871,243
87,546,26
44,604,455
855,744,107
516,198,559
162,632,865
811,797,764
425,501,363
625,935,404
476,82,738
864,851,114
356,145,788
178,160,760
255,261,448
817,913,5
150,766,477
869,507,939
422,969,581
951,191,877
991,797,869
799,85,154
542,482,915
200,529,561
174,268,265
386,781,301
336,938,674
67,229,172
456,159,67
53,865,707
22,385,258
739,951,48
614,196,282
398,556,384
501,160,208
126,951,724
608,391,1000
200,758,236
999,13,957
558,653,50
838,614,287
926,574,177
663,542,37
751,556,39
398,668,604
620,786,603
57,418,161
493,387,394
907,517,926
567,266,381
931,450,519
826,315,414
983,923,678
562,863,456
153,41,622
244,23,462
844,8,404
346,961,602
958,675,144
929,564,833
547,247,534
425,197,858
764,804,27
404,558,401
71,38,301
357,198,269
647,7,311
860,199,356
951,343,650
747,458,652
794,658,777
712,808,703
745,524,904
792,216,483
98,854,308
40,568,490
863,891,424
72,400,986
844,851,616
380,963,549
348,600,490
655,33,258
896,161,681
164,763,561
672,697,292
903,109,441
956,551,126
492,837,772
118,872,546
891,970,607
676,68,685
2,256,224
7,103,762
89,386,202
664,520,235
322,983,517
568,636,327
297,244,517
233,315,902
151,518,989
285,94,704
607,139,498
195,915,75
615,166,415
935,538,125
928,164,91
84,530,0
215,865,705
909,937,284
312,983,865
941,767,935
624,9,882
622,748,256
375,865,8
597,451,473
746,162,366
260,404,681
151,545,376
232,431,602
747,853,121
218,145,101
786,767,581
950,528,358
415,713,167
264,864,613
276,673,772
492,704,802
108,263,928
682,360,259
933,361,426
107,448,643
719,180,462
477,951,120
849,194,939
237,116,993
455,557,655
448,392,611
302,310,84
81,19,509
999,515,507
301,756,231
216,272,172
442,700,597
5,323,699
812,69,278
541,648,745
806,199,125
363,639,921
432,938,619
830,921,714
113,522,596
297,374,646
4,376,800
853,365,876
102,23,264
185,652,719
284,704,253
728,520,310
662,486,5
837,732,610
708,422,1
785,534,14
426,2,168
889,632,684
812,348,712
680,677,11
528,421,950
378,567,30
822,967,25
468,803,683
265,81,287
425,825,719
318,91,695
9,928,125
608,495,123
208,757,833
537,665,749
872,977,416
96,203,687
988,974,419
984,648,396
711,615,211
612,572,982
33,118,136
672,248,451
265,135,76
556,483,154
482,471,417
121,89,270
50,888,826
671,71,129
68,478,745
460,101,556
25,199,561
111,294,651
397,569,591
674,349,272
311,227,995
577,362,701
307,834,97
319,975,196
260,598,43
43,684,423
847,266,959
70,595,957
864,834,160
476,856,513
797,244,723
45,128,123
327,304,801
345,385,337
407,711,245
468,840,384
678,403,907
765,557,366
139,95,533
239,118,940
159,44,998
693,476,66
747,373,258
333,700,633
869,208,471
90,384,278
419,166,593
691,537,820
850,287,675
566,633,151
71,846,24
108,349,240
892,596,789
698,711,35
335,788,628
161,942,454
787,740,258
484,155,519
269,614,898
8,802,385
692,945,28
821,705,963
14,309,305
250,361,835
768,792,986
372,315,768
908,127,797
183,230,864
83,112,360
99,123,666
58,850,7
111,339,571
312,588,81
904,832,846
884,358,702
882,713,430
131,366,137
513,834,748
571,431,265
683,922,397
83,611,34
395,326,600
472,103,885
587,492,719
570,793,872
564,597,657
68,44,659
945,144,381
466,485,61
850,319,732
996,456,944
169,923,723
552,353,400
996,698,731
764,450,84
356,956,72
330,114,274
882,321,15
829,422,952
943,249,683
982,932,344
244,282,82
578,67,9
152,921,252
756,213,946
131,957,898
94,302,464
593,432,947
184,54,746
860,567,696
43,110,99
848,740,464
137,583,605
693,312,952
182,631,698
126,840,975
6,852,402
869,818,227
124,950,993
175,986,654
89,237,323
113,319,64
758,224,720
593,781,270
102,781,308
604,877,737
811,817,954
558,588,41
50,424,974
5,990,788
521,810,251
923,756,163
684,548,787
393,832,246
329,624,571
703,474,902
547,826,427
928,98,981
237,398,942
343,101,660
877,164,863
625,327,320
647,833,611
926,758,927
755,621,424
394,542,246
17,310,301
154,432,398
385,707,459
591,741,234
238,420,737
466,787,850
767,550,726
487,29,557
949,653,405
504,721,743
778,694,431
403,16,915
90,329,801
291,708,405
117,913,588
447,551,359
729,776,495
565,712,279
266,862,724
632,573,180
204,435,230
289,420,685
585,954,402
790,405,390
888,104,171
320,439,171
217,758,745
197,345,419
668,739,190
369,211,404
922,291,23
536,154,74
75,554,229
576,930,682
611,780,341
554,284,112
630,72,307
274,380,778
307,566,925
657,462,600
954,80,986
103,47,451
109,269,993
363,305,435
720,94,362
257,864,259
88,668,913
628,432,105
350,209,932
741,611,284
916,624,476
483,904,13
447,891,293
523,834,861
979,276,628
213,103,314
366,409,916
674,127,508
472,817,132
969,330,554
766,248,801
740,146,17
50,159,941
198,230,38
78,150,906
895,686,840
504,645,408
549,46,784
342,410,268
27,322,122
297,982,524
513,698,740
732,487,604
217,142,699
567,223,260
763,400,390
363,904,373
458,260,920
654,166,993
666,475,438
954,467,134
555,484,623
237,152,452
59,453,894
736,575,706
54,389,166
431,854,335
435,296,498
344,856,27
374,712,470
129,76,616
408,659,73
371,155,294
56,954,667
954,83,858
788,944,377
434,123,184
350,287,826
943,473,996
546,987,599
803,213,457
818,314,824
507,175,955
920,962,680
515,984,35
341,147,584
676,894,787
539,754,37
520,996,571
808,924,85
787,839,132
187,614,901
487,540,487
993,427,753
345,133,148
620,246,435
438,743,321
947,773,282
839,624,965
818,828,273
445,225,756
713,318,173
763,642,472
306,439,376
135,725,590
48,494,494
137,426,740
64,512,724
302,428,669
116,718,736
77,825,712
406,537,384
383,239,377
786,316,281
405,992,561
458,176,465
604,636,832
844,238,296
507,634,268
249,703,272
360,868,15
977,804,273
871,36,216
348,438,135
100,609,481
433,710,222
350,220,174
337,887,941
878,207,76
804,563,998
415,212,818
760,845,217
862,992,671
325,618,498
983,870,105
764,641,665
354,279,34
976,45,886
144,911,200
360,956,679
685,9,807
284,279,530
348,317,152
46,460,491
902,73,881
973,842,390
566,196,519
536,966,250
485,741,295
511,74,973
961,986,215
162,719,707
75,782,644
633,413,870
726,465,84
865,586,649
0,579,808
713,546,259
310,684,876
223,561,734
210,603,728
501,856,554
608,919,967
865,950,893
971,618,450
67,824,698
283,16,862
4,353,635
401,498,618
901,396,838
265,27,135
560,130,662
854,246,18
333,438,540
664,791,950
436,951,882
395,326,297
299,294,652
40,29,592
128,357,352
180,657,679
147,782,747
513,897,228
397,722,973
612,614,165
874,641,734
755,374,147
653,606,366
810,163,841
331,966,693
467,751,633
392,133,338
338,30,395
5,796,291
396,729,645
208,922,829
164,135,181
993,835,425
331,294,134
819,409,501
831,627,481
340,73,986
774,824,840
327,125,435
482,732,733
427,267,723
414,411,207
318,912,129
915,434,417
257,231,463
541,838,613
525,241,306
922,616,714
543,799,589
38,757,643
20,63,92
752,307,444
583,712,559
140,205,526
271,40,22
679,948,190
941,436,571
879,383,619
194,413,807
254,630,309
239,79,818
399,644,856
921,853,47
544,951,116
783,775,566
568,806,249
519,990,565
473,144,63
152,224,220
506,665,703
474,556,992
904,654,702
406,134,843
883,640,146
375,889,354
462,638,984
177,107,958
470,805,167
43,719,235
884,956,736
257,484,806
266,681,777
706,869,913
392,520,861
316,907,340
969,816,961
498,411,922
844,989,557
444,112,109
503,919,760
364,24,929
503,473,772
101,30,268
745,314,344
911,758,719
39,192,307
314,297,398
716,684,834
491,859,694
902,680,336
433,688,51
248,97,160
794,82,405
104,377,58
89,150,148
91,784,621
720,802,22
549,977,664
758,485,327
978,600,811
118,472,211
943,229,415
749,636,977
80,578,736
627,554,330
279,202,17
805,593,792
919,503,496
794,563,177
255,664,867
619,537,610
244,56,326
15,542,143
943,165,297
817,196,271
98,563,998
427,53,448
456,959,968
309,578,421
858,85,169
374,571,852
526,393,968
283,469,2
57,774,402
637,331,72
50,554,449
960,212,471
960,313,37
322,879,472
90,558,175
761,602,355
37,355,565
103,135,782
825,471,769
564,306,758
692,837,164
136,685,119
688,739,111
438,626,456
781,353,852
557,747,1
267,916,896
667,72,629
649,494,284
547,4,326
79,679,876
231,62,38
434,245,212
32,45,395
502,1,599
725,725,393
295,72,662
814,331,354
332,140,271
811,217,445
195,321,737
74,542,689
510,126,629
881,880,392
660,484,466
649,929,185
532,874,251
434,383,77
750,730,191
648,56,577
782,44,932
28,2,590
903,380,838
139,885,946
679,243,260
701,161,981
